==PROF== Connected to process 328251 (/root/python-gil0/cpython-3.14.7+freethreaded-linux-x86_64-gnu/bin/python3.14t)
==PROF== Connected to process 328554 (/root/python-gil0/cpython-3.14.7+freethreaded-linux-x86_64-gnu/bin/python3.14t)
==PROF== Disconnected from process 328554
==PROF== Disconnected from process 328251
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.88",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.71",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Compute Workload Analysis","Issue Slots Busy","%","17.70",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.88",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Compute Workload Analysis","SM Busy","%","20.38",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","ALU is the highest-utilized pipeline (20.4%) based on elapsed cycles in the workload, taking into account the rates of its different instructions. It executes integer and logic operations. It is well-utilized, but should not be a bottleneck. Based on the number of executed instructions, the highest utilized pipeline (20.4%) is ALU. It executes integer and logic operations. Comparing the two, the overall pipeline utilization appears to be caused by frequent, low-latency instructions. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-decoder) or hover over the pipeline name to understand the workloads handled by each pipeline. The Instruction Statistics section shows the mix of executed instructions for this workload. Check the Warp State Statistics section for which reasons cause warps to stall.","",""
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Scheduler Statistics","One or More Eligible","%","22.06",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.22",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Scheduler Statistics","No Eligible","%","77.94",
"0","328251","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 128, 1)","0","8.0","Scheduler Statistics","Active Warps Per Scheduler","warp","1.04",
